"","score","text","created","tweet","sentiment"
"1673",0,"addiction course",2017-11-22,"neutral",0
"1674",0,"new vlog",2017-11-22,"neutral",0
"1675",1,"doubleshot energy variety",2017-11-22,"positive",1
"1676",1,"love pays",2017-11-22,"positive",1
"1677",0,"run peppermint syrup don strategic supply reserve que",2017-11-22,"neutral",0
"1678",-1,"damn buy otherwise",2017-11-22,"negative",0
"1679",-2,"bought cinnamon roll stale wasted money",2017-11-22,"negative",0
"1680",0,"guy sitting phone sounds kermit frog chicago accent",2017-11-22,"neutral",0
"1681",0,"mmmm",2017-11-22,"neutral",0
"1682",-2,"tulare fucking sucks",2017-11-22,"negative",0
"1683",0,"",2017-11-22,"neutral",0
"1684",0,"introduces juniper  via",2017-11-22,"neutral",0
"1685",0,"barista messed offered free",2017-11-22,"neutral",0
"1686",1,"love pumpkin spice try spin",2017-11-22,"positive",1
"1687",-1,"homeless hard",2017-11-22,"negative",0
"1688",1,"happened mobile faster",2017-11-22,"positive",1
"1689",0," sized mug details via",2017-11-22,"neutral",0
"1690",2," newly crowned national barista champion neaz central london proud",2017-11-22,"positive",1
"1691",2,"newly crowned national barista champion neaz central london proud",2017-11-22,"positive",1
"1692",0,"evangelicals offended guy goes believe word",2017-11-22,"neutral",0
"1693",-1,"couple rolled stroller poodles weirded smells wet dogs",2017-11-22,"negative",0
"1694",0,"honestly person",2017-11-22,"neutral",0
"1695",0,"bestfriend",2017-11-22,"neutral",0
"1696",0,"can spread table bring",2017-11-22,"neutral",0
"1697",0," italian paid",2017-11-22,"neutral",0
"1698",-1,"regret liquid dessert",2017-11-22,"negative",0
"1699",0,"serious world discussing hands drawn",2017-11-22,"neutral",0
"1700",-1,"fat decaf extra foam half sweet egg nog unicorn tears pixie dust please",2017-11-22,"negative",0
"1701",0,"just",2017-11-22,"neutral",0
"1702",0,"supplying caffeine giving pup treat",2017-11-22,"neutral",0
"1703",0," italian paid",2017-11-22,"neutral",0
"1704",2,"whoa designs seriously incredible",2017-11-22,"positive",1
"1705",1,"american snowman cute",2017-11-22,"positive",1
"1706",1,"big basket peppermint mocha favorite mine definite",2017-11-22,"positive",1
"1707",0,"bigmouth inc prescription mug",2017-11-22,"neutral",0
"1708",1,"love",2017-11-22,"positive",1
"1709",2,"free thank",2017-11-22,"positive",1
"1710",1,"american snowman cute",2017-11-22,"positive",1
"1711",0,"",2017-11-22,"neutral",0
"1712",1,"healthy lots sugar caffeine",2017-11-22,"positive",1
"1713",1,"american snowman cute",2017-11-22,"positive",1
"1714",0,"store pushing type",2017-11-22,"neutral",0
"1715",0,"live",2017-11-22,"neutral",0
"1716",-1,"americano hour regrets",2017-11-22,"negative",0
"1717",0,"please bring coquito frappuccino",2017-11-22,"neutral",0
"1718",1,"american snowman cute",2017-11-22,"positive",1
"1719",-1,"criticized  ",2017-11-22,"negative",0
"1720",1,"day shout neighborhood makes perfect",2017-11-22,"positive",1
"1721",0,"",2017-11-22,"neutral",0
"1722",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1723",0,"",2017-11-22,"neutral",0
"1724",0," rush begun kidding day",2017-11-22,"neutral",0
"1725",0," rush begun kidding day",2017-11-22,"neutral",0
"1726",0," rush begun kidding day",2017-11-22,"neutral",0
"1727",0," rush begun kidding day",2017-11-22,"neutral",0
"1728",0," rush begun kidding day",2017-11-22,"neutral",0
"1729",0," rush begun kidding day",2017-11-22,"neutral",0
"1730",0," rush begun kidding day",2017-11-22,"neutral",0
"1731",0," rush begun kidding day",2017-11-22,"neutral",0
"1732",-1,"wake annoying customers",2017-11-22,"negative",0
"1733",0,"white mad happy",2017-11-22,"neutral",0
"1734",0,"draws fire design via",2017-11-22,"neutral",0
"1735",-1,"breakfast waiting kiddo",2017-11-22,"negative",0
"1736",0,"mmmhmmmm",2017-11-22,"neutral",0
"1737",0,"official christian holding hands",2017-11-22,"neutral",0
"1738",0,"young lady bought box dunkin donuts sit drool donuts",2017-11-22,"neutral",0
"1739",-1,"bit addicted flavors",2017-11-22,"negative",0
"1740",0," hall weekend",2017-11-22,"neutral",0
"1741",1,"enter win mug  blend",2017-11-22,"positive",1
"1742",0,"perfect solution red controversy porn",2017-11-22,"neutral",0
"1743",0,"",2017-11-22,"neutral",0
"1744",1,"barista hands enjoy",2017-11-22,"positive",1
"1745",0,"",2017-11-22,"neutral",0
"1746",0,"check  card send mail via",2017-11-22,"neutral",0
"1747",0,"begin festivities minute check november newsletter featuring",2017-11-22,"neutral",0
"1748",0,"lovers macbook pro single windows",2017-11-22,"neutral",0
"1749",0,"",2017-11-22,"neutral",0
"1750",0,"",2017-11-22,"neutral",0
"1751",0,"",2017-11-22,"neutral",0
"1752",0," hall weekend",2017-11-22,"neutral",0
"1753",0,"north",2017-11-22,"neutral",0
"1754",0,"recent food news enter italian food industry",2017-11-22,"neutral",0
"1755",0,"recent food news enter italian food industry",2017-11-22,"neutral",0
"1756",1,"enter win mug  blend",2017-11-22,"positive",1
"1757",1,"please accelerate including vegan food options locations los angel",2017-11-22,"positive",1
"1758",0,"jimmy johns deliver sandwich deliver",2017-11-22,"neutral",0
"1759",2," degrees outside warm toasty enjoying vanilla bean frappaccino",2017-11-22,"positive",1
"1760",1,"invested stocks ago worth ago",2017-11-22,"positive",1
"1761",0,"continues grow brands self producing business finance tech",2017-11-22,"neutral",0
"1762",1,"thankful espresso half night kid",2017-11-22,"positive",1
"1763",0,"continues grow brands self producing business finance tech",2017-11-22,"neutral",0
"1764",0,"week locations decided",2017-11-22,"neutral",0
"1765",-1,"love yeah shit typically employees haters low low",2017-11-22,"negative",0
"1766",0,"ceo talks business",2017-11-22,"neutral",0
"1767",0," offended decaf",2017-11-22,"neutral",0
"1768",2,"saw beauty walking gus morning pride alive",2017-11-22,"positive",1
"1769",1,"large prewar prestigious doorman building rent yellowstone blvd please contact inquiries",2017-11-22,"positive",1
"1770",0," colleague goes",2017-11-22,"neutral",0
"1771",0,"soooo start morning",2017-11-22,"neutral",0
"1772",-2,"carbs devil wrong eat tomato mozzarella panini",2017-11-22,"negative",0
"1773",1,"american snowman cute",2017-11-22,"positive",1
"1774",1,"special shout fave barristas jasmine",2017-11-22,"positive",1
"1775",2,"check  sampler perfect holidays lover",2017-11-22,"positive",1
"1776",0,"reinforcement moving thru morning lol strawberry green tea infusion",2017-11-22,"neutral",0
"1777",0,"melbourne florida",2017-11-22,"neutral",0
"1778",-2,"hungry idea eat tired getting disappointed cof",2017-11-22,"negative",0
"1779",1,"prime site lease cars traffic count available",2017-11-22,"positive",1
"1780",0,"check las vegas strip collection  mug mnib via",2017-11-22,"neutral",0
"1781",2,"nothing happy birthday cake pop hot chocolate",2017-11-22,"positive",1
"1782",0,"jack moaned yea chocolate drizzle double chocolate chip frap",2017-11-22,"neutral",0
"1783",0,"lil taller bro chris forget click ink bio",2017-11-22,"neutral",0
"1784",1,"hermans world class barista training crowne plaza expert dora pick merry",2017-11-22,"positive",1
"1785",1,"american snowman cute",2017-11-22,"positive",1
"1786",0,"jack moaned yea chocolate drizzle double chocolate chip frap",2017-11-22,"neutral",0
"1787",1,"american snowman cute",2017-11-22,"positive",1
"1788",0,"",2017-11-22,"neutral",0
"1789",0,"just downloaded vol",2017-11-22,"neutral",0
"1790",1,"american snowman cute",2017-11-22,"positive",1
"1791",0,"give toasted white chocolate mocha",2017-11-22,"neutral",0
"1792",0,"official soon able kentucky oaks mall freestanding sander cor",2017-11-22,"neutral",0
"1793",0,"sitting",2017-11-22,"neutral",0
"1794",0,"canceled cable canceled anti american services",2017-11-22,"neutral",0
"1795",0,"grab morning catch entertainment",2017-11-22,"neutral",0
"1796",0,"diamond pup",2017-11-22,"neutral",0
"1797",1,"chap enjoying cappuccino tonight",2017-11-22,"positive",1
"1798",0," rush begun kidding day",2017-11-22,"neutral",0
"1799",0," rush begun kidding day",2017-11-22,"neutral",0
"1800",0,"icymi simple token finally create digital currency",2017-11-22,"neutral",0
"1801",2,"degrees outside warm toasty enjoying vanilla bean frappaccino",2017-11-22,"positive",1
"1802",0," italian paid",2017-11-22,"neutral",0
"1803",0," rush begun kidding day",2017-11-22,"neutral",0
"1804",0,"sign times following seattle shanghai installations",2017-11-22,"neutral",0
"1805",2,"mobile wallet traction loyalty technology mobile wallets join",2017-11-22,"positive",1
"1806",1,"seriously love mom surprised",2017-11-22,"positive",1
"1807",0,"paying sit relaxation money",2017-11-22,"neutral",0
"1808",-1,"yall wanna miss uchoose offer",2017-11-22,"negative",0
"1809",-1,"yall wanna miss uchoose offer",2017-11-22,"negative",0
"1810",1,"love trolling treat",2017-11-22,"positive",1
"1811",0," colleague goes",2017-11-22,"neutral",0
"1812",0,"icymi simple token finally create digital currency",2017-11-22,"neutral",0
"1813",0," rush begun kidding day",2017-11-22,"neutral",0
"1814",1,"apropos shops cool especially wooden tables conducive writing",2017-11-22,"positive",1
"1815",1,"little fun colouring",2017-11-22,"positive",1
"1816",0,"icymi simple token finally create digital currency",2017-11-22,"neutral",0
"1817",0,"icymi simple token finally create digital currency",2017-11-22,"neutral",0
"1818",0,"tag",2017-11-22,"neutral",0
"1819",0," rush begun kidding day",2017-11-22,"neutral",0
"1820",0,"fit barista",2017-11-22,"neutral",0
"1821",2,"check  sampler perfect holidays lover",2017-11-22,"positive",1
"1822",1,"like dressing york city manhattan nyc",2017-11-22,"positive",1
"1823",2,"happy holidays omg thank",2017-11-22,"positive",1
"1824",0,"police hunting camera found hidden customer toilet vauxhall",2017-11-22,"neutral",0
"1825",0,"reading run birthday week",2017-11-22,"neutral",0
"1826",0,"peppermint mocha barista regular mocha",2017-11-22,"neutral",0
"1827",0," rush begun kidding day",2017-11-22,"neutral",0
"1828",0,"peppermint mocha tastes school",2017-11-22,"neutral",0
"1829",0," rush begun kidding day",2017-11-22,"neutral",0
"1830",0," rush begun kidding day",2017-11-22,"neutral",0
"1831",0,"announcing pin sale friday eye update link etc",2017-11-22,"neutral",0
"1832",0,"morning",2017-11-22,"neutral",0
"1833",0,"check reusable  flourish tumbler plastic limited edition via",2017-11-22,"neutral",0
"1834",2,"sweet deal cake pop purchase hot chocolate",2017-11-22,"positive",1
"1835",2,"mobile wallet traction loyalty technology mobile wallets join",2017-11-22,"positive",1
"1836",-1," surprising homophobes decide boycott unidentified couple lesbians holding hands",2017-11-22,"negative",0
"1837",0,"lunch utah ave try dessert bourbon bacon brown",2017-11-22,"neutral",0
"1838",1,"thanks love superfriends thanks world",2017-11-22,"positive",1
"1839",0," rush begun kidding day",2017-11-22,"neutral",0
"1840",0," rush begun kidding day",2017-11-22,"neutral",0
"1841",0,"thanksgiving blend crazy delicious found bag week metro",2017-11-22,"neutral",0
"1842",0,"looky special",2017-11-22,"neutral",0
"1843",1,"cuppa peppermint hot chocolate hollywood giving community",2017-11-22,"positive",1
"1844",1,"cuppa peppermint hot chocolate hollywood giving community",2017-11-22,"positive",1
"1845",0,"rush begun kidding day",2017-11-22,"neutral",0
"1846",0,"alone time",2017-11-22,"neutral",0
"1847",-1,"time indulge spice",2017-11-22,"negative",0
"1848",2,"trigger delicate snowflakes probably fun",2017-11-22,"positive",1
"1849",0,"puppys puppacino fan",2017-11-22,"neutral",0
"1850",1,"come grab free",2017-11-22,"positive",1
"1851",2,"sweet deal cake pop purchase hot chocolate",2017-11-22,"positive",1
"1852",0,"chewbacca  blend",2017-11-22,"neutral",0
"1853",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1854",0,"things hoe hipsters tomorr",2017-11-22,"neutral",0
"1855",-1,"give mediocre",2017-11-22,"negative",0
"1856",0," rolls time yea",2017-11-22,"neutral",0
"1857",-1,"help catch vile bloke call crimestoppers",2017-11-22,"negative",0
"1858",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1859",0,"safeway sand city whack",2017-11-22,"neutral",0
"1860",1,"cold outside  vintage  espresso crafted love perfect",2017-11-22,"positive",1
"1861",0,"check las vegas strip collection  mug mnib via",2017-11-22,"neutral",0
"1862",0,"offended decaf",2017-11-22,"neutral",0
"1863",-1,"app iphone app system error sign ideas",2017-11-22,"negative",0
"1864",0,"things learned analyzing billions",2017-11-22,"neutral",0
"1865",-1,"feel weird telling barista tall  blonde sounds mail bride",2017-11-22,"negative",0
"1866",0,"seoul november",2017-11-22,"neutral",0
"1867",0,"looks spell check",2017-11-22,"neutral",0
"1868",0,"representation matters lol upper west",2017-11-22,"neutral",0
"1869",1,"super yummy",2017-11-22,"positive",1
"1870",0,"another",2017-11-22,"neutral",0
"1871",1,"thanks whenever yesterday enjoyed watching",2017-11-22,"positive",1
"1872",0,"just downloaded vol",2017-11-22,"neutral",0
"1873",0,"usd grande morning",2017-11-22,"neutral",0
"1874",1,"supporting",2017-11-22,"positive",1
"1875",-1,"bad snowflakes smashed boycotting",2017-11-22,"negative",0
"1876",0,"sign rewards earn week",2017-11-22,"neutral",0
"1877",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1878",0,"starting day thanks",2017-11-22,"neutral",0
"1879",0,"caramel brule  oily milk instead",2017-11-22,"neutral",0
"1880",0,"peppermint mocha season",2017-11-22,"neutral",0
"1881",1,"omg gained pounds eating soup salad cutt",2017-11-22,"positive",1
"1882",0,"straight hates loves aren supposed",2017-11-22,"neutral",0
"1883",0,"colleague goes",2017-11-22,"neutral",0
"1884",1,"love getting",2017-11-22,"positive",1
"1885",0,"free tote joke",2017-11-22,"neutral",0
"1886",-1,"today workday dark roast empty school building",2017-11-22,"negative",0
"1887",4," real cuz happy thankgivings bright beautiful smile",2017-11-22,"positive",1
"1888",0,"things hoe hipsters",2017-11-22,"neutral",0
"1889",1,"come grab free",2017-11-22,"positive",1
"1890",0,"app playing chips casino feel real hitting reload",2017-11-22,"neutral",0
"1891",1,"check  mug porcelain   white gold mint via",2017-11-22,"positive",1
"1892",0,"morning",2017-11-22,"neutral",0
"1893",0,"white chocolate mocha time",2017-11-22,"neutral",0
"1894",2,"fun caramel machiato competitors wonder tastes differant caramel",2017-11-22,"positive",1
"1895",1,"joy behar wardrobe duds hide stay",2017-11-22,"positive",1
"1896",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1897",1,"announcement notified gold card",2017-11-22,"positive",1
"1898",0,"morning",2017-11-22,"neutral",0
"1899",0,"can finally ban skim milk",2017-11-22,"neutral",0
"1900",1,"trump tower shot",2017-11-22,"positive",1
"1901",0,"",2017-11-22,"neutral",0
"1902",0,"stainless steel cold ",2017-11-22,"neutral",0
"1903",0,"",2017-11-22,"neutral",0
"1904",-1,"instead franchise door knock moca whatever taste",2017-11-22,"negative",0
"1905",0,"days meet deadlines ounces",2017-11-22,"neutral",0
"1906",0,"debuts",2017-11-22,"neutral",0
"1907",0,"",2017-11-22,"neutral",0
"1908",1,"happy day late birthday",2017-11-22,"positive",1
"1909",-2,"double crap worst passports blogger buzz",2017-11-22,"negative",0
"1910",1,"toffee almondmilk hot chocolate giving life",2017-11-22,"positive",1
"1911",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1912",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1913",0,"water essential",2017-11-22,"neutral",0
"1914",0,"morning breakfast",2017-11-22,"neutral",0
"1915",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1916",0,"chilling caf",2017-11-22,"neutral",0
"1917",-1,"uproar paper liberals libtards affectionately call",2017-11-22,"negative",0
"1918",0,"please bring food items usa fruit toast usa serve",2017-11-22,"neutral",0
"1919",0,"lol",2017-11-22,"neutral",0
"1920",-1,"fucking",2017-11-22,"negative",0
"1921",0,"sitting outside women walked wearing single",2017-11-22,"neutral",0
"1922",0,"making happen",2017-11-22,"neutral",0
"1923",0,"weird send friendly neighborhood card thanksgiving ",2017-11-22,"neutral",0
"1924",0,"yes",2017-11-22,"neutral",0
"1925",0,"water",2017-11-22,"neutral",0
"1926",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1927",0,"nothing thanksgiving lady barking server literally",2017-11-22,"neutral",0
"1928",1,"loving app",2017-11-22,"positive",1
"1929",0,"went local morning pay mocha expect actually close",2017-11-22,"neutral",0
"1930",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1931",0,"window seat gonna day bound look",2017-11-22,"neutral",0
"1932",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1933",0,"tis season",2017-11-22,"neutral",0
"1934",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1935",0,"clearfield days survive days",2017-11-22,"neutral",0
"1936",0,"red season",2017-11-22,"neutral",0
"1937",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1938",0,"believe reading newspaper",2017-11-22,"neutral",0
"1939",0,"omg student school discount barista card canterbury street",2017-11-22,"neutral",0
"1940",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1941",1,"good morning day starting butchers name",2017-11-22,"positive",1
"1942",0,"open care paper card inside shitty perforations actually",2017-11-22,"neutral",0
"1943",0,"bring campus closed hours left",2017-11-22,"neutral",0
"1944",1,"barista trying eye contact realizes listening promise",2017-11-22,"positive",1
"1945",0,"essentials",2017-11-22,"neutral",0
"1946",0,"trying figure accidentally venti",2017-11-22,"neutral",0
"1947",0,"water essential",2017-11-22,"neutral",0
"1948",0,"future buying",2017-11-22,"neutral",0
"1949",0,"day",2017-11-22,"neutral",0
"1950",0,"kids waited started drinking fighting relax",2017-11-22,"neutral",0
"1951",0,"",2017-11-22,"neutral",0
"1952",0,"time deeds",2017-11-22,"neutral",0
"1953",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1954",2,"wow sexy watching white women toilet sexual fantasies",2017-11-22,"positive",1
"1955",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1956",0,"relaxing home",2017-11-22,"neutral",0
"1957",0," listen",2017-11-22,"neutral",0
"1958",0," contro reach compromise",2017-11-22,"neutral",0
"1959",0,"set mermaid logo mugs",2017-11-22,"neutral",0
"1960",-1,"visit bedhead left shocked hear told drive thru bla",2017-11-22,"negative",0
"1961",-1,"catches break designe",2017-11-22,"negative",0
"1962",-1,"catches break designe",2017-11-22,"negative",0
"1963",-1,"visit bedhead left shocked hear told drive thru",2017-11-22,"negative",0
"1964",0,"make exactly",2017-11-22,"neutral",0
"1965",0,"nog canada",2017-11-22,"neutral",0
"1966",1,"recommend power hour arguably mornin",2017-11-22,"positive",1
"1967",1,"one favorite name",2017-11-22,"positive",1
"1968",0,"bye london",2017-11-22,"neutral",0
"1969",0,"day maker",2017-11-22,"neutral",0
"1970",0,"",2017-11-22,"neutral",0
"1971",0,"water essential",2017-11-22,"neutral",0
"1972",-1,"love salted carmel mochas toffee nut syrup kills due nut allergy",2017-11-22,"negative",0
"1973",0,"water essential",2017-11-22,"neutral",0
"1974",0,"water essential",2017-11-22,"neutral",0
"1975",1,"free",2017-11-22,"positive",1
"1976",0,"water essential",2017-11-22,"neutral",0
"1977",0,"water essential",2017-11-22,"neutral",0
"1978",0,"day looking",2017-11-22,"neutral",0
"1979",0,"flashback wednesday",2017-11-22,"neutral",0
"1980",0,"store officially beach pouring",2017-11-22,"neutral",0
"1981",0,"vanilla bean double shot kicking",2017-11-22,"neutral",0
"1982",0,"back nexton getting",2017-11-22,"neutral",0
"1983",0,"store officially beach pouring",2017-11-22,"neutral",0
"1984",0,"offended thanksgiving start",2017-11-22,"neutral",0
"1985",2,"good morning enjoy day time",2017-11-22,"positive",1
"1986",0,"arm candy caffeine favourite",2017-11-22,"neutral",0
"1987",-1,"shoutout drive gal laugh hysterically shouting random lines",2017-11-22,"negative",0
"1988",0,"get health rewards earned week apply",2017-11-22,"neutral",0
"1989",-1,"misspelling name cracks",2017-11-22,"negative",0
"1990",-1,"cappuccino taking piss charges monthly choke",2017-11-22,"negative",0
"1991",1,"love life",2017-11-22,"positive",1
"1992",0,"check tea mugs  green white logo via",2017-11-22,"neutral",0
"1993",0,"provide recyclable difference landfill ocean pollution tell tell ceo",2017-11-22,"neutral",0
"1994",0,"check amore ceramic via",2017-11-22,"neutral",0
"1995",0,"caribou line door caribou",2017-11-22,"neutral",0
"1996",-1,"caffeine morning headache",2017-11-22,"negative",0
"1997",0,"give",2017-11-22,"neutral",0
"1998",0,"made sales request coming stocks app clue mean gre",2017-11-22,"neutral",0
"1999",0,"offday gram",2017-11-22,"neutral",0
"2000",0,"treated morning person front paid mine",2017-11-22,"neutral",0
"2001",0,"term juvenile delinquents",2017-11-22,"neutral",0
"2002",0,"tumbler day",2017-11-22,"neutral",0
"2003",0,"offday gram",2017-11-22,"neutral",0
"2004",0,"toffeenut cruch  city bacoor",2017-11-22,"neutral",0
"2005",-1,"disappointing",2017-11-22,"negative",0
"2006",-1,"instead franchise door knock moca whatever taste",2017-11-22,"negative",0
"2007",1,"easy income earn cards watching videos school carpool line",2017-11-22,"positive",1
"2008",0,"working home time annual appearance",2017-11-22,"neutral",0
"2009",1,"invested companies ago worth via",2017-11-22,"positive",1
"2010",0,"",2017-11-22,"neutral",0
"2011",1,"just thank birthday",2017-11-22,"positive",1
"2012",-1,"told therealdjzay hit city haters sleep",2017-11-22,"negative",0
"2013",0,"please close neighborhood montague blvd vital community",2017-11-22,"neutral",0
"2014",0,"lunch kings",2017-11-22,"neutral",0
"2015",1,"intellectual property boost revenue export via",2017-11-22,"positive",1
"2016",0,"got  edition tumbler",2017-11-22,"neutral",0
"2017",-1,"   controversy",2017-11-22,"negative",0
"2018",-1,"able frappiccinos adults waiting line",2017-11-22,"negative",0
"2019",0,"times decide lunch judge",2017-11-22,"neutral",0
"2020",1,"nice friends",2017-11-22,"positive",1
"2021",0,"first season thanks morning",2017-11-22,"neutral",0
"2022",0,"bring crew rewarded likey",2017-11-22,"neutral",0
"2023",0,"pistachio",2017-11-22,"neutral",0
"2024",-2,"instead franchise door knock moca whatever taste nasty",2017-11-22,"negative",0
"2025",-1," attack    ",2017-11-22,"negative",0
"2026",0,"bacckkk",2017-11-22,"neutral",0
"2027",0,"caribbean limited consortium led margaritaville caribbean",2017-11-22,"neutral",0
"2028",0,"mall africa",2017-11-22,"neutral",0
"2029",2,"warm holidays toffee almondmilk hot cocoa",2017-11-22,"positive",1
"2030",1,"love look makes feel  corner",2017-11-22,"positive",1
"2031",0,"eat feelg",2017-11-22,"neutral",0
"2032",0,"store officially beach pouring",2017-11-22,"neutral",0
"2033",0,"happens plan day",2017-11-22,"neutral",0
"2034",-1,"apparently name hard pronounce",2017-11-22,"negative",0
"2035",1,"country favor",2017-11-22,"positive",1
"2036",-1,"shopping wait",2017-11-22,"negative",0
"2037",1,"home event friday buy bean free tall  don grinder",2017-11-22,"positive",1
"2038",-1," attack    ",2017-11-22,"negative",0
"2039",0,"black squared handle cream color ebay",2017-11-22,"neutral",0
"2040",-1," attack    ",2017-11-22,"negative",0
"2041",0," vibes",2017-11-22,"neutral",0
"2042",-1,"yes online app server screw guys trouble",2017-11-22,"negative",0
"2043",1,"good morning",2017-11-22,"positive",1
"2044",0,"outlet",2017-11-22,"neutral",0
"2045",-1,"found enter depositing details app froze",2017-11-22,"negative",0
"2046",0,"stainless steel cold ",2017-11-22,"neutral",0
"2047",-1," attack    ",2017-11-22,"negative",0
"2048",-1," attack    ",2017-11-22,"negative",0
"2049",0,"stainless steel cold ",2017-11-22,"neutral",0
"2050",0,"india",2017-11-22,"neutral",0
"2051",0,"",2017-11-22,"neutral",0
"2052",-1," attack    ",2017-11-22,"negative",0
"2053",-1," attack    ",2017-11-22,"negative",0
"2054",-1,"cappuccino taking piss charges monthly choke beans",2017-11-22,"negative",0
"2055",0,"stainless steel cold ",2017-11-22,"neutral",0
"2056",1," rose gold",2017-11-22,"positive",1
"2057",0,"last batch exclusive planner moleskin cutoff day december delivery december",2017-11-22,"neutral",0
"2058",-1,"bean stocks yesss wait",2017-11-22,"negative",0
"2059",0,"store officially beach pouring",2017-11-22,"neutral",0
"2060",0,"japan shifting design process bim",2017-11-22,"neutral",0
"2061",-1,"buses strict rule eat tried anyway",2017-11-22,"negative",0
"2062",-1,"buses strict rule eat tried anyway",2017-11-22,"negative",0
"2063",1,"afternoon wake upper love guys",2017-11-22,"positive",1
"2064",0,"",2017-11-22,"neutral",0
"2065",0,"get",2017-11-22,"neutral",0
"2066",0,"",2017-11-22,"neutral",0
"2067",0,"get",2017-11-22,"neutral",0
"2068",0,"just downloaded app payday load card",2017-11-22,"neutral",0
"2069",1,"invested companies ago worth via",2017-11-22,"positive",1
"2070",0,"toilet perv cameras spy customers via",2017-11-22,"neutral",0
"2071",0,"store officially beach pouring",2017-11-22,"neutral",0
"2072",0,"stainless steel cold ",2017-11-22,"neutral",0
"2073",1,"morning ben muck bellas stable",2017-11-22,"positive",1
"2074",0,"store officially beach pouring",2017-11-22,"neutral",0
"2075",1,"aint cute",2017-11-22,"positive",1
"2076",1,"happy tumbler day",2017-11-22,"positive",1
"2077",1,"invested stocks ago worth ago",2017-11-22,"positive",1
"2078",1,"new  gold mug",2017-11-22,"positive",1
"2079",0," microwave",2017-11-22,"neutral",0
"2080",0,"addiction",2017-11-22,"neutral",0
"2081",0,"rehearsal time",2017-11-22,"neutral",0
"2082",1,"drinking hot americano time",2017-11-22,"positive",1
"2083",1,"eggnog  amazing",2017-11-22,"positive",1
"2084",0,"introduces ",2017-11-22,"neutral",0
"2085",1,"time nice",2017-11-22,"positive",1
"2086",1,"gmorning dear card kyoto japan gym lucky",2017-11-22,"positive",1
"2087",-1," bitch fit convinced",2017-11-22,"negative",0
"2088",0,"wish",2017-11-22,"neutral",0
"2089",0,"name",2017-11-22,"neutral",0
"2090",1,"retweeted bsd property network bsd property network love",2017-11-22,"positive",1
"2091",3,"bsd property network love thank letting hold free monthly property meet",2017-11-22,"positive",1
"2092",0,"",2017-11-22,"neutral",0
"2093",3,"bsd property network love thank letting hold free monthly property meet",2017-11-22,"positive",1
"2094",0,"",2017-11-22,"neutral",0
"2095",-1,"uproar gays righ",2017-11-22,"negative",0
"2096",3,"bsd property network love thank letting hold free monthly property",2017-11-22,"positive",1
"2097",0,"hey forgot password request password reset taking minutes",2017-11-22,"neutral",0
"2098",0," inn coventry",2017-11-22,"neutral",0
"2099",0," inn coventry",2017-11-22,"neutral",0
"2100",-1,"turnt  idiot",2017-11-22,"negative",0
"2101",0,"trains days mega mega late",2017-11-22,"neutral",0
"2102",0,"store durban brought south afri",2017-11-22,"neutral",0
"2103",0,"keep rising",2017-11-22,"neutral",0
"2104",0,"lol",2017-11-22,"neutral",0
"2105",0,"store officially beach pouring",2017-11-22,"neutral",0
"2106",1,"keeping users engaged piece cake love",2017-11-22,"positive",1
"2107",0,"",2017-11-22,"neutral",0
"2108",0,"every time swear girl adds extra shots spazz fcuk",2017-11-22,"neutral",0
"2109",1,"yes wednesday update major sign account free",2017-11-22,"positive",1
"2110",0,"come girls kik humpyhump",2017-11-22,"neutral",0
"2111",0,"",2017-11-22,"neutral",0
"2112",1,"dear spread wings beautiful city",2017-11-22,"positive",1
"2113",1,"enter win mug  blend",2017-11-22,"positive",1
"2114",0,"riooooooooooooo python",2017-11-22,"neutral",0
"2115",1,"basic mother fking gold",2017-11-22,"positive",1
"2116",-1,"pervert cameraman sought police camera discovered toilet",2017-11-22,"negative",0
"2117",-1,"pervert cameraman sought police camera discovered toilet",2017-11-22,"negative",0
"2118",1,"invested stocks ago worth",2017-11-22,"positive",1
"2119",0,"entrepreneurs obsessed shops particularly",2017-11-22,"neutral",0
"2120",0,"",2017-11-22,"neutral",0
"2121",0,"store officially beach pouring",2017-11-22,"neutral",0
"2122",0,"ground decaf house blend medium",2017-11-22,"neutral",0
"2123",0,"mimikyu powers day",2017-11-22,"neutral",0
